match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,0.1,Karachi Kings,Peshawar Zalmi,BR McDermott,DA Warner,L Wood,0,0,,,,,,bowled,BR McDermott,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,0.2,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,L Wood,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,0.3,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,L Wood,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,0.4,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,L Wood,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,0.5,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,L Wood,0,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,0.6,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,L Wood,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,1.1,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,Saim Ayub,0,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,1.2,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,Saim Ayub,4,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,1.3,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,Saim Ayub,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,1.4,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,Saim Ayub,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,1.5,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,Saim Ayub,4,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,1.6,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,Saim Ayub,2,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,2.1,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,L Wood,0,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,2.2,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,L Wood,2,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,2.3,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,L Wood,0,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,2.4,Karachi Kings,Peshawar Zalmi,JM Vince,DA Warner,L Wood,1,0,,,,,,,,,
1475264,2025,2025-05-17,Rawalpindi Cricket Stadium,1,2.5,Karachi Kings,Peshawar Zalmi,DA Warner,JM Vince,L Wood,4,0,,,,,,,,,
